2.51439691441725e-08,-1.69416333485683e-07,1.0849682784382e-07,1.34070247742512e-07,6.69944971489814e-06,3.29440569762672e-06,-7.84845704965667e-06
6.0761161880579e-09,-1.98217547037449e-07,6.84390161413008e-08,6.39722822380029e-08,5.58665101694261e-08,4.71237586982901e-06,2.63509674980352e-09
-7.96889487823135e-08,-1.96620047697479e-07,1.73585551571873e-07,3.3291248632872e-08,9.33798384040329e-09,3.87163604106868e-07,-9.12454515239561e-06
1.53447970351368e-08,9.54803416411255e-08,5.34593835472268e-08,1.31938473880732e-07,3.10440176989696e-08,2.5699828365922e-06,1.44058756771647e-08
-5.94592491569186e-09,-1.63334928128602e-06,5.89744029741919e-06,8.87212198252705e-06,1.19224683259307e-06,1.4783838405956e-05,-1.06827673220432e-05
-3.66860068888834e-07,-4.22759391263469e-06,7.68456636098157e-08,7.72808552523503e-06,6.20453533607541e-07,8.92878873038541e-08,-8.06660155265807e-06
6.93308324433604e-09,1.21372259687637e-06,1.08920031318494e-07,-1.45572714117544e-08,-7.24848145142257e-08,1.52134444737817e-08,3.95158003378293e-06
-1.82227586236828e-09,1.53345349757174e-06,9.60835448501591e-08,-1.05045118561919e-06,-5.31354556503954e-06,2.8262163857537e-08,6.05051126664072e-06
-4.34635565682234e-08,6.40671016630903e-08,3.92858827891209e-06,4.74029992960205e-08,1.09147903276731e-08,6.4021851465702e-06,-4.33755518541645e-06
9.53391381020681e-10,-1.48007947130488e-06,5.86132601900642e-08,3.49029902139876e-08,1.59950089340977e-05,-4.04777464118207e-06,-1.11402502541905e-05
-7.44899512064664e-08,4.00321577124482e-08,3.58431399044693e-09,9.37244359654064e-06,3.2179840664216e-06,1.04285648355081e-06,-1.21786315958386e-05
