-2.1113742972512e-06,-7.52539944857674e-06,8.02042104051138e-06,-2.3113209421172e-06,1.67032025462042e-08,-3.43258222787802e-08,-3.29978797672564e-06
1.56702842144911e-06,-1.42490198736743e-05,1.50505263507509e-07,1.63754230798046e-05,2.02350593582971e-09,6.0446628877023e-07,-2.83323641567456e-07
-7.50711509871936e-05,-4.07802337819064e-05,5.74535805835241e-05,-7.54089692570941e-05,-2.60319781825132e-08,-8.46113180331206e-05,-3.64709754996233e-05
-4.64174095675185e-05,-4.22299330883987e-09,-1.1207503005691e-08,-8.65499515649876e-05,-0.000149966918281907,-8.45785479757753e-05,7.08782344267368e-05
1.47913472280763e-07,-9.41968109266601e-06,2.0327009592588e-07,-2.57980781388565e-07,-3.22399449551315e-08,5.43639545045074e-07,1.24603977892358e-08
2.38289958194103e-05,1.29942679466568e-07,2.1062900745256e-07,-0.000160028249695711,-0.000601418590250347,2.34306371938431e-05,0.000347119856328125
-0.000205729008150951,2.35606286949623e-07,7.17059276822483e-08,9.8208520526621e-06,0.00109490692996993,-0.000193001784106941,-0.00116353806315961
5.71816458052369e-05,-6.92746268290522e-05,2.87079420264435e-07,8.54780633463102e-05,-9.28078488979722e-09,0.000131515395547226,3.33094430568471e-08
6.56804054292771e-06,1.5546753430545e-07,-1.85020259234982e-06,-1.14784348244616e-05,-3.80678961406523e-05,1.43691521574476e-07,4.66219325086331e-05
3.70823502743583e-08,8.65062292203944e-08,1.94567459008548e-07,4.39271253046307e-06,2.17986982444872e-08,2.61000062506539e-05,-2.40067092000935e-05
-3.09973508774176e-08,-2.21578581282543e-05,8.09452176290109e-06,2.59527322051232e-05,8.36222473668015e-08,2.8719717428911e-08,-0.000101137292841321
1.52945533594599e-05,-2.57733278282206e-05,-2.59089377601565e-05,-0.000475221339621884,-0.0015100552928384,0.000129620645548453,0.000980269090082444
1.72699339012905e-05,7.84999032585657e-08,9.71608447701621e-06,-1.19878622022166e-06,-2.17496868182679e-05,6.62774113402649e-05,4.21752993471091e-05
-5.27432663322335e-06,-3.12625451465608e-06,8.09525958312901e-07,3.66201762743613e-05,9.65184390125548e-05,9.37703923733456e-09,-6.62229055112742e-05
4.45817272202105e-05,-0.000132258866252748,0.000129350890994909,0.000128936569548503,-4.03563162446234e-08,0.000281603321422848,-8.06350878749088e-05
-2.39749624654676e-06,-2.76376391215335e-05,3.24129814783052e-05,-2.16572941199454e-06,1.73458083375947e-07,3.89609841982891e-05,2.18014292199758e-05
-0.0122291154752631,-0.00089095202231109,-0.0128894880937073,-0.0291086063722408,-0.00834944990103748,-0.00234948542292811,0.0188292817676302
